-1 1:11 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:928 10:672 11:1 12:1 13:1 14:1 15:1 16:1 17:3936 18:3926 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:17 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1415 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:8110 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:490 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:27 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:2291 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:14024 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:485 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:4977 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:811 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:4680 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:27 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:2291 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:11601 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:3 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:333 10:654 11:1 12:1 13:1 14:1 15:1 16:1 17:1916 18:3366 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:489 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:14 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:1261 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:5866 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:926 10:577 11:1 12:1 13:1 14:1 15:1 16:1 17:5810 18:3223 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:23 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1905 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:11724 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:489 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:8 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:597 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:3069 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:16 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1363 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:7591 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:486 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:4428 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:13 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1030 10:767 11:1 12:1 13:1 14:1 15:1 16:1 17:5623 18:4383 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:926 10:668 11:1 12:1 13:1 14:1 15:1 16:1 17:6172 18:4198 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:668 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:4198 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:668 11:1 12:1 13:1 14:1 15:1 16:1 17:4713 18:4198 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:668 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:4198 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:876 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:4713 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:9 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:823 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:5101 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:489 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:561 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:787 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:4614 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:8 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:771 10:787 11:1 12:1 13:1 14:1 15:1 16:1 17:3580 18:4614 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:22 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1853 10:787 11:1 12:1 13:1 14:1 15:1 16:1 17:11119 18:4614 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:787 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:4614 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:787 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:4614 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:489 10:912 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:5085 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:27 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:2292 10:912 11:1 12:1 13:1 14:1 15:1 16:1 17:12230 18:5085 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:912 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:5085 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:912 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:5085 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:17 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:1416 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:6945 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:3 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:333 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:112 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:485 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:16 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:1363 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:9077 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:867 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:6068 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:5131 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:648 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3584 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:783 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3598 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:783 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3598 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:22 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1855 10:783 11:1 12:1 13:1 14:1 15:1 16:1 17:8827 18:3598 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:227 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:32434 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:466147 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:23 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:1904 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:11691 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:23 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:1905 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:10600 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:874 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:5623 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:4713 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:17 2:45 3:1 4:1 5:1 6:1 7:1 8:1 9:1417 10:5692 11:1 12:1 13:1 14:1 15:1 16:1 17:7876 18:72793 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:15 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:1312 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:6485 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:581 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3491 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:485 10:532 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3109 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:532 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3109 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:532 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3109 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:874 10:532 11:1 12:1 13:1 14:1 15:1 16:1 17:4428 18:3109 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:532 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:3109 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:438 10:584 11:1 12:1 13:1 14:1 15:1 16:1 17:1968 18:3447 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:489 10:584 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:3447 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:485 10:584 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:3447 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:927 10:584 11:1 12:1 13:1 14:1 15:1 16:1 17:5754 18:3447 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:5862 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:15 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:1312 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:6681 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:6 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:560 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3418 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:6 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:498 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2965 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:28 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:2342 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:12663 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2905 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:926 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:6018 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:7 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:637 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:3797 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:24 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:1957 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:10731 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:918 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:5650 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:16 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:1365 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:8555 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:12 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:987 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:5425 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:11 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:933 11:1 12:1 13:1 14:1 15:1 16:1 17:3163 18:5670 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:33 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:2782 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:15888 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:433 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:3009 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:13 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:1209 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:7102 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:434 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:2745 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:10 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:875 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:3936 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:5 2:10 3:1 4:1 5:1 6:1 7:1 8:1 9:437 10:943 11:1 12:1 13:1 14:1 15:1 16:1 17:2460 18:5412 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:60 10:775 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:4308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:1 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:775 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:4308 19:1 20:1 21:1 22:1 23:1 24:1
-1 1:11 2:9 3:1 4:1 5:1 6:1 7:1 8:1 9:926 10:775 11:1 12:1 13:1 14:1 15:1 16:1 17:4977 18:4308 19:1 20:1 21:1 22:1 23:1 24:1
